[2026-03-11 02:01:31] ========== TRAINING START ==========
[2026-03-11 02:01:31] Duration: 10h 0m 0s
[2026-03-11 02:01:31] Dataset: climbmix
[2026-03-11 02:01:31] Shards: 10
[2026-03-11 02:01:31] Workers: 39
[2026-03-11 02:01:31] ====================================
[2026-03-11 02:01:36] Using 'uv' runner to start training (TIME_BUDGET=36000s)
🔍 Verifying required packages...
📦 [Fallback] Installing missing dependency: psutil...
✅ Successfully installed psutil
Vocab size: 8,192
🔨 Building model: depth=8, batch_size=96
Pre-build | VRAM - Allocated: 0.0GB | Reserved: 0.0GB | Available: 70.7GB | Total: 79.2GB
✅ Model built successfully with 8 layers
Post-build | VRAM - Allocated: 0.5GB | Reserved: 0.6GB | Available: 70.1GB | Total: 79.2GB
Parameter counts:
  wte                     : 8,388,608
  value_embeds            : 33,554,432
  lm_head                 : 8,388,608
  transformer_matrices    : 100,664,320
  scalars                 : 16
  total                   : 150,995,984
Estimated FLOPs per token: 7.801467e+08
Gradient accumulation steps: 5 (adjusted batch: 983,040 tokens)
Scaling AdamW LRs by 1/sqrt(1024/768) = 0.866025
🚀 Starting training with CURRENT_BATCH_SIZE=96, CURRENT_DEPTH=8
Time budget: 36000s
Gradient accumulation steps: 5
step 00000 (0.0%) | loss: 9.011393 | lrm: 1.00 | dt: 21953ms | tok/sec: 44,779 | mfu: 0.7% | epoch: 1 | remaining: 36000s    [2026-03-11 02:02:05] ✓ Training initialization complete, timer started
step 01013 (29.3%) | loss: 2.739973 | lrm: 1.00 | dt: 10425ms | tok/sec: 94,296 | mfu: 1.5% | epoch: 2 | remaining: 25426s    
step 01014 (29.4%) | loss: 2.746647 | lrm: 1.00 | dt: 10443ms | tok/sec: 94,131 | mfu: 1.5% | epoch: 2 | remaining: 25416s    
step 01015 (29.4%) | loss: 2.735776 | lrm: 1.00 | dt: 10466ms | tok/sec: 93,927 | mfu: 1.5% | epoch: 2 | remaining: 25405s    
step 01016 (29.4%) | loss: 2.736113 | lrm: 1.00 | dt: 10357ms | tok/sec: 94,913 | mfu: 1.5% | epoch: 2 | remaining: 25395s    
step 01017 (29.5%) | loss: 2.738069 | lrm: 1.00 | dt: 10526ms | tok/sec: 93,387 | mfu: 1.5% | epoch: 2 | remaining: 25384s    
step 01018 (29.5%) | loss: 2.735322 | lrm: 1.00 | dt: 10404ms | tok/sec: 94,487 | mfu: 1.5% | epoch: 2 | remaining: 25374s    
step 01019 (29.5%) | loss: 2.737862 | lrm: 1.00 | dt: 10442ms | tok/sec: 94,138 | mfu: 1.5% | epoch: 2 | remaining: 25363s    
step 01020 (29.5%) | loss: 2.730285 | lrm: 1.00 | dt: 9943ms | tok/sec: 98,865 | mfu: 1.6% | epoch: 2 | remaining: 25354s    
step 01021 (29.6%) | loss: 2.728963 | lrm: 1.00 | dt: 10013ms | tok/sec: 98,173 | mfu: 1.5% | epoch: 2 | remaining: 25344s    
step 01022 (29.6%) | loss: 2.726582 | lrm: 1.00 | dt: 10087ms | tok/sec: 97,460 | mfu: 1.5% | epoch: 2 | remaining: 25333s    
step 01023 (29.6%) | loss: 2.730123 | lrm: 1.00 | dt: 9961ms | tok/sec: 98,685 | mfu: 1.5% | epoch: 2 | remaining: 25323s    
step 01024 (29.7%) | loss: 2.729840 | lrm: 1.00 | dt: 11351ms | tok/sec: 86,603 | mfu: 1.4% | epoch: 2 | remaining: 25312s    
step 01025 (29.7%) | loss: 2.724011 | lrm: 1.00 | dt: 11382ms | tok/sec: 86,370 | mfu: 1.4% | epoch: 2 | remaining: 25301s    
step 01026 (29.7%) | loss: 2.727018 | lrm: 1.00 | dt: 10595ms | tok/sec: 92,783 | mfu: 1.5% | epoch: 2 | remaining: 25290s    
step 01027 (29.7%) | loss: 2.726236 | lrm: 1.00 | dt: 10358ms | tok/sec: 94,908 | mfu: 1.5% | epoch: 2 | remaining: 25280s    
step 01028 (29.8%) | loss: 2.728180 | lrm: 1.00 | dt: 10259ms | tok/sec: 95,820 | mfu: 1.5% | epoch: 2 | remaining: 25270s    
step 01029 (29.8%) | loss: 2.728953 | lrm: 1.00 | dt: 10387ms | tok/sec: 94,637 | mfu: 1.5% | epoch: 2 | remaining: 25259s    
step 01030 (29.8%) | loss: 2.734870 | lrm: 1.00 | dt: 10352ms | tok/sec: 94,962 | mfu: 1.5% | epoch: 2 | remaining: 25249s    
step 01031 (29.9%) | loss: 2.734042 | lrm: 1.00 | dt: 10417ms | tok/sec: 94,370 | mfu: 1.5% | epoch: 2 | remaining: 25238s    
step 01032 (29.9%) | loss: 2.730022 | lrm: 1.00 | dt: 10259ms | tok/sec: 95,819 | mfu: 1.5% | epoch: 2 | remaining: 25228s    
step 01033 (29.9%) | loss: 2.730285 | lrm: 1.00 | dt: 10429ms | tok/sec: 94,263 | mfu: 1.5% | epoch: 2 | remaining: 25218s    
step 01034 (30.0%) | loss: 2.732429 | lrm: 1.00 | dt: 10386ms | tok/sec: 94,652 | mfu: 1.5% | epoch: 2 | remaining: 25207s    
step 01035 (30.0%) | loss: 2.731955 | lrm: 1.00 | dt: 10301ms | tok/sec: 95,434 | mfu: 1.5% | epoch: 2 | remaining: 25197s    
step 01036 (30.0%) | loss: 2.728930 | lrm: 1.00 | dt: 10327ms | tok/sec: 95,190 | mfu: 1.5% | epoch: 2 | remaining: 25187s    
step 01037 (30.0%) | loss: 2.735391 | lrm: 1.00 | dt: 10393ms | tok/sec: 94,585 | mfu: 1.5% | epoch: 2 | remaining: 25176s    
step 01038 (30.1%) | loss: 2.739566 | lrm: 1.00 | dt: 10365ms | tok/sec: 94,839 | mfu: 1.5% | epoch: 2 | remaining: 25166s    
step 01039 (30.1%) | loss: 2.743920 | lrm: 1.00 | dt: 10486ms | tok/sec: 93,750 | mfu: 1.5% | epoch: 2 | remaining: 25155s    
step 01040 (30.1%) | loss: 2.739868 | lrm: 1.00 | dt: 10465ms | tok/sec: 93,936 | mfu: 1.5% | epoch: 2 | remaining: 25145s    
step 01041 (30.2%) | loss: 2.736971 | lrm: 1.00 | dt: 10403ms | tok/sec: 94,494 | mfu: 1.5% | epoch: 2 | remaining: 25135s    
step 01042 (30.2%) | loss: 2.736412 | lrm: 1.00 | dt: 10399ms | tok/sec: 94,536 | mfu: 1.5% | epoch: 2 | remaining: 25124s    
step 01043 (30.2%) | loss: 2.735263 | lrm: 1.00 | dt: 10355ms | tok/sec: 94,935 | mfu: 1.5% | epoch: 3 | remaining: 25114s    
step 01044 (30.2%) | loss: 2.732530 | lrm: 1.00 | dt: 10395ms | tok/sec: 94,572 | mfu: 1.5% | epoch: 3 | remaining: 25103s    
step 01045 (30.3%) | loss: 2.729825 | lrm: 1.00 | dt: 10339ms | tok/sec: 95,077 | mfu: 1.5% | epoch: 3 | remaining: 25093s    
step 01046 (30.3%) | loss: 2.733909 | lrm: 1.00 | dt: 10264ms | tok/sec: 95,776 | mfu: 1.5% | epoch: 3 | remaining: 25083s    
step 01047 (30.3%) | loss: 2.734707 | lrm: 1.00 | dt: 10530ms | tok/sec: 93,356 | mfu: 1.5% | epoch: 3 | remaining: 25072s    
step 01048 (30.4%) | loss: 2.728767 | lrm: 1.00 | dt: 11991ms | tok/sec: 81,984 | mfu: 1.3% | epoch: 3 | remaining: 25060s    
step 01049 (30.4%) | loss: 2.726623 | lrm: 1.00 | dt: 10485ms | tok/sec: 93,758 | mfu: 1.5% | epoch: 3 | remaining: 25050s    
step 01050 (30.4%) | loss: 2.729834 | lrm: 1.00 | dt: 10441ms | tok/sec: 94,152 | mfu: 1.5% | epoch: 3 | remaining: 25039s    
step 01051 (30.4%) | loss: 2.725557 | lrm: 1.00 | dt: 10459ms | tok/sec: 93,992 | mfu: 1.5% | epoch: 3 | remaining: 25029s    
step 01052 (30.5%) | loss: 2.731685 | lrm: 1.00 | dt: 10449ms | tok/sec: 94,077 | mfu: 1.5% | epoch: 3 | remaining: 25018s    
step 01053 (30.5%) | loss: 2.724338 | lrm: 1.00 | dt: 10410ms | tok/sec: 94,430 | mfu: 1.5% | epoch: 3 | remaining: 25008s    
step 01054 (30.5%) | loss: 2.725417 | lrm: 1.00 | dt: 10401ms | tok/sec: 94,515 | mfu: 1.5% | epoch: 3 | remaining: 24998s    
step 01055 (30.6%) | loss: 2.718616 | lrm: 1.00 | dt: 10477ms | tok/sec: 93,825 | mfu: 1.5% | epoch: 3 | remaining: 24987s    
step 01056 (30.6%) | loss: 2.717959 | lrm: 1.00 | dt: 10397ms | tok/sec: 94,553 | mfu: 1.5% | epoch: 3 | remaining: 24977s    
step 01057 (30.6%) | loss: 2.716382 | lrm: 1.00 | dt: 10544ms | tok/sec: 93,234 | mfu: 1.5% | epoch: 3 | remaining: 24966s    
step 01058 (30.6%) | loss: 2.712554 | lrm: 1.00 | dt: 10502ms | tok/sec: 93,602 | mfu: 1.5% | epoch: 3 | remaining: 24956s    
step 01059 (30.7%) | loss: 2.709909 | lrm: 1.00 | dt: 10458ms | tok/sec: 94,002 | mfu: 1.5% | epoch: 3 | remaining: 24945s    
step 01060 (30.7%) | loss: 2.712052 | lrm: 1.00 | dt: 10525ms | tok/sec: 93,400 | mfu: 1.5% | epoch: 3 | remaining: 24935s    
step 01061 (30.7%) | loss: 2.716642 | lrm: 1.00 | dt: 10482ms | tok/sec: 93,780 | mfu: 1.5% | epoch: 3 | remaining: 24924s    
step 01062 (30.8%) | loss: 2.719446 | lrm: 1.00 | dt: 10397ms | tok/sec: 94,546 | mfu: 1.5% | epoch: 3 | remaining: 24914s    
step 01063 (30.8%) | loss: 2.724551 | lrm: 1.00 | dt: 10475ms | tok/sec: 93,846 | mfu: 1.5% | epoch: 3 | remaining: 24903s    
step 01064 (30.8%) | loss: 2.725195 | lrm: 1.00 | dt: 10424ms | tok/sec: 94,304 | mfu: 1.5% | epoch: 3 | remaining: 24893s    
step 01065 (30.9%) | loss: 2.725590 | lrm: 1.00 | dt: 10438ms | tok/sec: 94,182 | mfu: 1.5% | epoch: 3 | remaining: 24883s    
step 01066 (30.9%) | loss: 2.720350 | lrm: 1.00 | dt: 10531ms | tok/sec: 93,345 | mfu: 1.5% | epoch: 3 | remaining: 24872s    
step 01067 (30.9%) | loss: 2.724786 | lrm: 1.00 | dt: 10423ms | tok/sec: 94,316 | mfu: 1.5% | epoch: 3 | remaining: 24862s    
step 01068 (30.9%) | loss: 2.718436 | lrm: 1.00 | dt: 10476ms | tok/sec: 93,836 | mfu: 1.5% | epoch: 3 | remaining: 24851s    
step 01069 (31.0%) | loss: 2.722527 | lrm: 1.00 | dt: 10501ms | tok/sec: 93,610 | mfu: 1.5% | epoch: 3 | remaining: 24841s    
step 01070 (31.0%) | loss: 2.712904 | lrm: 1.00 | dt: 10441ms | tok/sec: 94,148 | mfu: 1.5% | epoch: 3 | remaining: 24830s    
step 01071 (31.0%) | loss: 2.708927 | lrm: 1.00 | dt: 10428ms | tok/sec: 94,272 | mfu: 1.5% | epoch: 3 | remaining: 24820s    
step 01072 (31.1%) | loss: 2.709640 | lrm: 1.00 | dt: 10465ms | tok/sec: 93,932 | mfu: 1.5% | epoch: 3 | remaining: 24809s    
step 01073 (31.1%) | loss: 2.714853 | lrm: 1.00 | dt: 10395ms | tok/sec: 94,568 | mfu: 1.5% | epoch: 3 | remaining: 24799s    
step 01074 (31.1%) | loss: 2.715716 | lrm: 1.00 | dt: 10394ms | tok/sec: 94,581 | mfu: 1.5% | epoch: 3 | remaining: 24788s    
step 01075 (31.1%) | loss: 2.717357 | lrm: 1.00 | dt: 10362ms | tok/sec: 94,867 | mfu: 1.5% | epoch: 3 | remaining: 24778s    
step 01076 (31.2%) | loss: 2.719562 | lrm: 1.00 | dt: 10485ms | tok/sec: 93,757 | mfu: 1.5% | epoch: 3 | remaining: 24768s    
step 01077 (31.2%) | loss: 2.717499 | lrm: 1.00 | dt: 10490ms | tok/sec: 93,711 | mfu: 1.5% | epoch: 3 | remaining: 24757s    
step 01078 (31.2%) | loss: 2.723368 | lrm: 1.00 | dt: 10433ms | tok/sec: 94,225 | mfu: 1.5% | epoch: 3 | remaining: 24747s    
step 01079 (31.3%) | loss: 2.716934 | lrm: 1.00 | dt: 10450ms | tok/sec: 94,072 | mfu: 1.5% | epoch: 3 | remaining: 24736s    
step 01080 (31.3%) | loss: 2.720696 | lrm: 1.00 | dt: 10452ms | tok/sec: 94,050 | mfu: 1.5% | epoch: 3 | remaining: 24726s    
step 01081 (31.3%) | loss: 2.723379 | lrm: 1.00 | dt: 10479ms | tok/sec: 93,808 | mfu: 1.5% | epoch: 3 | remaining: 24715s    
step 01082 (31.3%) | loss: 2.724456 | lrm: 1.00 | dt: 10393ms | tok/sec: 94,590 | mfu: 1.5% | epoch: 3 | remaining: 24705s    
step 01083 (31.4%) | loss: 2.721821 | lrm: 1.00 | dt: 10490ms | tok/sec: 93,714 | mfu: 1.5% | epoch: 3 | remaining: 24694s    
step 01084 (31.4%) | loss: 2.719524 | lrm: 1.00 | dt: 10544ms | tok/sec: 93,232 | mfu: 1.5% | epoch: 3 | remaining: 24684s    
step 01085 (31.4%) | loss: 2.722037 | lrm: 1.00 | dt: 11170ms | tok/sec: 88,003 | mfu: 1.4% | epoch: 3 | remaining: 24673s    
step 01086 (31.5%) | loss: 2.726319 | lrm: 1.00 | dt: 11270ms | tok/sec: 87,228 | mfu: 1.4% | epoch: 3 | remaining: 24661s    
step 01087 (31.5%) | loss: 2.727911 | lrm: 1.00 | dt: 10695ms | tok/sec: 91,917 | mfu: 1.4% | epoch: 3 | remaining: 24651s    
step 01088 (31.5%) | loss: 2.724574 | lrm: 1.00 | dt: 10663ms | tok/sec: 92,188 | mfu: 1.4% | epoch: 3 | remaining: 24640s    
step 01089 (31.6%) | loss: 2.722965 | lrm: 1.00 | dt: 10100ms | tok/sec: 97,332 | mfu: 1.5% | epoch: 3 | remaining: 24630s    
step 01090 (31.6%) | loss: 2.716161 | lrm: 1.00 | dt: 10153ms | tok/sec: 96,824 | mfu: 1.5% | epoch: 3 | remaining: 24620s    
step 01091 (31.6%) | loss: 2.720258 | lrm: 1.00 | dt: 10140ms | tok/sec: 96,944 | mfu: 1.5% | epoch: 3 | remaining: 24610s    
step 01092 (31.6%) | loss: 2.714364 | lrm: 1.00 | dt: 10149ms | tok/sec: 96,860 | mfu: 1.5% | epoch: 3 | remaining: 24600s    
step 01093 (31.7%) | loss: 2.711113 | lrm: 1.00 | dt: 10713ms | tok/sec: 91,761 | mfu: 1.4% | epoch: 3 | remaining: 24589s    
step 01094 (31.7%) | loss: 2.710387 | lrm: 1.00 | dt: 11068ms | tok/sec: 88,816 | mfu: 1.4% | epoch: 3 | remaining: 24578s    
step 01095 (31.7%) | loss: 2.708769 | lrm: 1.00 | dt: 11101ms | tok/sec: 88,555 | mfu: 1.4% | epoch: 3 | remaining: 24567s    
step 01096 (31.8%) | loss: 2.711545 | lrm: 1.00 | dt: 10771ms | tok/sec: 91,268 | mfu: 1.4% | epoch: 3 | remaining: 24556s    
step 01097 (31.8%) | loss: 2.708297 | lrm: 1.00 | dt: 9214ms | tok/sec: 106,689 | mfu: 1.7% | epoch: 3 | remaining: 24547s    
step 01098 (31.8%) | loss: 2.706283 | lrm: 1.00 | dt: 10737ms | tok/sec: 91,554 | mfu: 1.4% | epoch: 3 | remaining: 24536s    
step 01099 (31.8%) | loss: 2.704292 | lrm: 1.00 | dt: 11904ms | tok/sec: 82,582 | mfu: 1.3% | epoch: 3 | remaining: 24524s    
step 01100 (31.9%) | loss: 2.703243 | lrm: 1.00 | dt: 11007ms | tok/sec: 89,309 | mfu: 1.4% | epoch: 3 | remaining: 24513s    
step 01101 (31.9%) | loss: 2.701271 | lrm: 1.00 | dt: 10142ms | tok/sec: 96,928 | mfu: 1.5% | epoch: 3 | remaining: 24503s    
step 01102 (31.9%) | loss: 2.709910 | lrm: 1.00 | dt: 10160ms | tok/sec: 96,759 | mfu: 1.5% | epoch: 3 | remaining: 24493s    
step 01103 (32.0%) | loss: 2.708217 | lrm: 1.00 | dt: 10046ms | tok/sec: 97,851 | mfu: 1.5% | epoch: 3 | remaining: 24483s    
step 01104 (32.0%) | loss: 2.711674 | lrm: 1.00 | dt: 10126ms | tok/sec: 97,078 | mfu: 1.5% | epoch: 3 | remaining: 24473s    
step 01105 (32.0%) | loss: 2.715084 | lrm: 1.00 | dt: 10112ms | tok/sec: 97,215 | mfu: 1.5% | epoch: 3 | remaining: 24462s    
step 01106 (32.0%) | loss: 2.714132 | lrm: 1.00 | dt: 10069ms | tok/sec: 97,630 | mfu: 1.5% | epoch: 3 | remaining: 24452s    
step 01107 (32.1%) | loss: 2.718622 | lrm: 1.00 | dt: 11038ms | tok/sec: 89,056 | mfu: 1.4% | epoch: 3 | remaining: 24441s    
step 01108 (32.1%) | loss: 2.722321 | lrm: 1.00 | dt: 11115ms | tok/sec: 88,443 | mfu: 1.4% | epoch: 3 | remaining: 24430s    
step 01109 (32.1%) | loss: 2.724445 | lrm: 1.00 | dt: 11093ms | tok/sec: 88,616 | mfu: 1.4% | epoch: 3 | remaining: 24419s    
step 01110 (32.2%) | loss: 2.720462 | lrm: 1.00 | dt: 11050ms | tok/sec: 88,963 | mfu: 1.4% | epoch: 3 | remaining: 24408s    
step 01111 (32.2%) | loss: 2.719166 | lrm: 1.00 | dt: 10713ms | tok/sec: 91,763 | mfu: 1.4% | epoch: 3 | remaining: 24397s    
step 01112 (32.2%) | loss: 2.722868 | lrm: 1.00 | dt: 10035ms | tok/sec: 97,957 | mfu: 1.5% | epoch: 3 | remaining: 24387s    
step 01113 (32.3%) | loss: 2.726545 | lrm: 1.00 | dt: 10005ms | tok/sec: 98,257 | mfu: 1.5% | epoch: 3 | remaining: 24377s    
step 01114 (32.3%) | loss: 2.729107 | lrm: 1.00 | dt: 10087ms | tok/sec: 97,451 | mfu: 1.5% | epoch: 3 | remaining: 24367s    
step 01115 (32.3%) | loss: 2.729226 | lrm: 1.00 | dt: 10073ms | tok/sec: 97,590 | mfu: 1.5% | epoch: 3 | remaining: 24357s    
step 01116 (32.3%) | loss: 2.726641 | lrm: 1.00 | dt: 10023ms | tok/sec: 98,075 | mfu: 1.5% | epoch: 3 | remaining: 24347s    
step 01117 (32.4%) | loss: 2.724844 | lrm: 1.00 | dt: 10217ms | tok/sec: 96,212 | mfu: 1.5% | epoch: 3 | remaining: 24337s    
step 01118 (32.4%) | loss: 2.725269 | lrm: 1.00 | dt: 11135ms | tok/sec: 88,280 | mfu: 1.4% | epoch: 3 | remaining: 24326s    
step 01119 (32.4%) | loss: 2.721007 | lrm: 1.00 | dt: 11055ms | tok/sec: 88,920 | mfu: 1.4% | epoch: 3 | remaining: 24315s    
step 01120 (32.5%) | loss: 2.709956 | lrm: 1.00 | dt: 11028ms | tok/sec: 89,143 | mfu: 1.4% | epoch: 3 | remaining: 24304s    
step 01121 (32.5%) | loss: 2.708092 | lrm: 1.00 | dt: 10335ms | tok/sec: 95,117 | mfu: 1.5% | epoch: 3 | remaining: 24293s    
step 01122 (32.5%) | loss: 2.703210 | lrm: 1.00 | dt: 10321ms | tok/sec: 95,248 | mfu: 1.5% | epoch: 3 | remaining: 24283s    
step 01123 (32.5%) | loss: 2.699123 | lrm: 1.00 | dt: 10380ms | tok/sec: 94,704 | mfu: 1.5% | epoch: 3 | remaining: 24273s    
step 01124 (32.6%) | loss: 2.702750 | lrm: 1.00 | dt: 10393ms | tok/sec: 94,585 | mfu: 1.5% | epoch: 3 | remaining: 24262s    
step 01125 (32.6%) | loss: 2.702180 | lrm: 1.00 | dt: 10428ms | tok/sec: 94,269 | mfu: 1.5% | epoch: 3 | remaining: 24252s    
step 01126 (32.6%) | loss: 2.709176 | lrm: 1.00 | dt: 10406ms | tok/sec: 94,469 | mfu: 1.5% | epoch: 3 | remaining: 24241s    
step 01127 (32.7%) | loss: 2.711674 | lrm: 1.00 | dt: 10452ms | tok/sec: 94,053 | mfu: 1.5% | epoch: 3 | remaining: 24231s    
step 01128 (32.7%) | loss: 2.716497 | lrm: 1.00 | dt: 10469ms | tok/sec: 93,897 | mfu: 1.5% | epoch: 3 | remaining: 24221s    
step 01129 (32.7%) | loss: 2.713499 | lrm: 1.00 | dt: 10449ms | tok/sec: 94,077 | mfu: 1.5% | epoch: 3 | remaining: 24210s    
step 01130 (32.7%) | loss: 2.714400 | lrm: 1.00 | dt: 10456ms | tok/sec: 94,014 | mfu: 1.5% | epoch: 3 | remaining: 24200s    
step 01131 (32.8%) | loss: 2.711430 | lrm: 1.00 | dt: 10451ms | tok/sec: 94,057 | mfu: 1.5% | epoch: 3 | remaining: 24189s    
step 01132 (32.8%) | loss: 2.711341 | lrm: 1.00 | dt: 10548ms | tok/sec: 93,195 | mfu: 1.5% | epoch: 3 | remaining: 24179s    
step 01133 (32.8%) | loss: 2.714248 | lrm: 1.00 | dt: 10494ms | tok/sec: 93,680 | mfu: 1.5% | epoch: 3 | remaining: 24168s    
step 01134 (32.9%) | loss: 2.715865 | lrm: 1.00 | dt: 10406ms | tok/sec: 94,466 | mfu: 1.5% | epoch: 3 | remaining: 24158s    
step 01135 (32.9%) | loss: 2.713925 | lrm: 1.00 | dt: 10282ms | tok/sec: 95,611 | mfu: 1.5% | epoch: 3 | remaining: 24147s    
step 01136 (32.9%) | loss: 2.711260 | lrm: 1.00 | dt: 10581ms | tok/sec: 92,910 | mfu: 1.5% | epoch: 3 | remaining: 24137s    
step 01137 (33.0%) | loss: 2.713484 | lrm: 1.00 | dt: 10458ms | tok/sec: 94,002 | mfu: 1.5% | epoch: 3 | remaining: 24126s    
step 01138 (33.0%) | loss: 2.712957 | lrm: 1.00 | dt: 10471ms | tok/sec: 93,883 | mfu: 1.5% | epoch: 3 | remaining: 24116s    
step 01139 (33.0%) | loss: 2.708393 | lrm: 1.00 | dt: 10405ms | tok/sec: 94,476 | mfu: 1.5% | epoch: 3 | remaining: 24106s    
step 01140 (33.0%) | loss: 2.703202 | lrm: 1.00 | dt: 10533ms | tok/sec: 93,331 | mfu: 1.5% | epoch: 3 | remaining: 24095s    
step 01141 (33.1%) | loss: 2.703513 | lrm: 1.00 | dt: 10568ms | tok/sec: 93,021 | mfu: 1.5% | epoch: 3 | remaining: 24084s    
step 01142 (33.1%) | loss: 2.712193 | lrm: 1.00 | dt: 10526ms | tok/sec: 93,393 | mfu: 1.5% | epoch: 3 | remaining: 24074s    
step 01143 (33.1%) | loss: 2.710736 | lrm: 1.00 | dt: 10521ms | tok/sec: 93,432 | mfu: 1.5% | epoch: 3 | remaining: 24063s    
step 01144 (33.2%) | loss: 2.707091 | lrm: 1.00 | dt: 10572ms | tok/sec: 92,986 | mfu: 1.5% | epoch: 3 | remaining: 24053s    
step 01145 (33.2%) | loss: 2.706065 | lrm: 1.00 | dt: 10587ms | tok/sec: 92,851 | mfu: 1.5% | epoch: 3 | remaining: 24042s    
step 01146 (33.2%) | loss: 2.706460 | lrm: 1.00 | dt: 10024ms | tok/sec: 98,067 | mfu: 1.5% | epoch: 3 | remaining: 24032s    
step 01147 (33.2%) | loss: 2.709926 | lrm: 1.00 | dt: 9973ms | tok/sec: 98,570 | mfu: 1.5% | epoch: 3 | remaining: 24022s    
step 01148 (33.3%) | loss: 2.714566 | lrm: 1.00 | dt: 10111ms | tok/sec: 97,220 | mfu: 1.5% | epoch: 3 | remaining: 24012s    
step 01149 (33.3%) | loss: 2.710934 | lrm: 1.00 | dt: 10260ms | tok/sec: 95,813 | mfu: 1.5% | epoch: 3 | remaining: 24002s    
step 01150 (33.3%) | loss: 2.714578 | lrm: 1.00 | dt: 10710ms | tok/sec: 91,787 | mfu: 1.4% | epoch: 3 | remaining: 23991s    
step 01151 (33.4%) | loss: 2.715001 | lrm: 1.00 | dt: 10766ms | tok/sec: 91,308 | mfu: 1.4% | epoch: 3 | remaining: 23980s    
step 01152 (33.4%) | loss: 2.713067 | lrm: 1.00 | dt: 10712ms | tok/sec: 91,769 | mfu: 1.4% | epoch: 3 | remaining: 23970s    
step 01153 (33.4%) | loss: 2.716920 | lrm: 1.00 | dt: 10774ms | tok/sec: 91,238 | mfu: 1.4% | epoch: 3 | remaining: 23959s    
step 01154 (33.4%) | loss: 2.713716 | lrm: 1.00 | dt: 10535ms | tok/sec: 93,307 | mfu: 1.5% | epoch: 3 | remaining: 23948s    
step 01155 (33.5%) | loss: 2.714757 | lrm: 1.00 | dt: 10187ms | tok/sec: 96,500 | mfu: 1.5% | epoch: 3 | remaining: 23938s    
step 01156 (33.5%) | loss: 2.716060 | lrm: 1.00 | dt: 10113ms | tok/sec: 97,203 | mfu: 1.5% | epoch: 3 | remaining: 23928s    
step 01157 (33.5%) | loss: 2.714067 | lrm: 1.00 | dt: 10205ms | tok/sec: 96,328 | mfu: 1.5% | epoch: 3 | remaining: 23918s    
step 01158 (33.6%) | loss: 2.710606 | lrm: 1.00 | dt: 10157ms | tok/sec: 96,784 | mfu: 1.5% | epoch: 3 | remaining: 23908s    
step 01159 (33.6%) | loss: 2.706720 | lrm: 1.00 | dt: 10145ms | tok/sec: 96,899 | mfu: 1.5% | epoch: 3 | remaining: 23898s    
step 01160 (33.6%) | loss: 2.704087 | lrm: 1.00 | dt: 10743ms | tok/sec: 91,503 | mfu: 1.4% | epoch: 3 | remaining: 23887s    
step 01161 (33.6%) | loss: 2.702772 | lrm: 1.00 | dt: 10907ms | tok/sec: 90,131 | mfu: 1.4% | epoch: 3 | remaining: 23876s    
step 01162 (33.7%) | loss: 2.704361 | lrm: 1.00 | dt: 10771ms | tok/sec: 91,263 | mfu: 1.4% | epoch: 3 | remaining: 23865s    
step 01163 (33.7%) | loss: 2.704305 | lrm: 1.00 | dt: 10449ms | tok/sec: 94,081 | mfu: 1.5% | epoch: 3 | remaining: 23855s    
step 01164 (33.7%) | loss: 2.705528 | lrm: 1.00 | dt: 10427ms | tok/sec: 94,276 | mfu: 1.5% | epoch: 3 | remaining: 23844s    
step 01165 (33.8%) | loss: 2.705334 | lrm: 1.00 | dt: 10320ms | tok/sec: 95,260 | mfu: 1.5% | epoch: 3 | remaining: 23834s    
step 01166 (33.8%) | loss: 2.709388 | lrm: 1.00 | dt: 10356ms | tok/sec: 94,927 | mfu: 1.5% | epoch: 3 | remaining: 23824s    
step 01167 (33.8%) | loss: 2.709914 | lrm: 1.00 | dt: 10430ms | tok/sec: 94,252 | mfu: 1.5% | epoch: 3 | remaining: 23813s    
step 01168 (33.9%) | loss: 2.716329 | lrm: 1.00 | dt: 10160ms | tok/sec: 96,751 | mfu: 1.5% | epoch: 3 | remaining: 23803s    
step 01169 (33.9%) | loss: 2.720599 | lrm: 1.00 | dt: 9995ms | tok/sec: 98,353 | mfu: 1.5% | epoch: 3 | remaining: 23793s    
step 01170 (33.9%) | loss: 2.717693 | lrm: 1.00 | dt: 10012ms | tok/sec: 98,184 | mfu: 1.5% | epoch: 3 | remaining: 23783s    
step 01171 (33.9%) | loss: 2.711148 | lrm: 1.00 | dt: 10041ms | tok/sec: 97,899 | mfu: 1.5% | epoch: 3 | remaining: 23773s    
step 01172 (34.0%) | loss: 2.711578 | lrm: 1.00 | dt: 9946ms | tok/sec: 98,840 | mfu: 1.5% | epoch: 3 | remaining: 23763s    
step 01173 (34.0%) | loss: 2.711299 | lrm: 1.00 | dt: 11924ms | tok/sec: 82,439 | mfu: 1.3% | epoch: 3 | remaining: 23751s    
step 01174 (34.0%) | loss: 2.704783 | lrm: 1.00 | dt: 11074ms | tok/sec: 88,771 | mfu: 1.4% | epoch: 3 | remaining: 23740s    
step 01175 (34.1%) | loss: 2.702292 | lrm: 1.00 | dt: 10471ms | tok/sec: 93,885 | mfu: 1.5% | epoch: 3 | remaining: 23730s    
